creator_id,campaign_id,category_match,followers_match,engagement_match,platform_match,experience_score,overall_rating,num_categories,num_languages,account_age_days,estimated_followers,estimated_engagement_rate,campaign_budget,campaign_duration_days,budget_fit,versatility_score,success_rate,outcome
creator_26,campaign_26,1.0,1.0,1.0,0.6181216039088178,5,2.5429027545793756,2,4,1342,500000,0.05261245937025092,5000,16,0.3932513731400677,0.8,0.5085805509158752,1
creator_27,campaign_27,0.0,1.0,1.0,0.8708673369531927,5,4.641224602970805,5,1,365,100000,0.06542660479509226,5000,38,1.0773018820936928,0.5,0.928244920594161,1
creator_28,campaign_28,0.0,0.5,1.0,0.7275902521175045,5,4.853662021941313,3,1,1096,5000,0.06863362946720092,50000,41,2.0,0.30000000000000004,0.9707324043882626,1
creator_29,campaign_29,0.0,1.0,1.0,0.6709758175118891,1,2.795412069054141,5,2,1429,500000,0.09429833366701366,1000,27,0.07154580257202375,1.0,0.5590824138108281,0
creator_30,campaign_30,0.0,1.0,1.0,0.7510915544705179,5,3.531544192278566,2,1,1422,1000000,0.060568002292939634,50000,29,1.4158112507644935,0.2,0.7063088384557132,1
creator_31,campaign_31,0.0,1.0,0.5,0.8707079617697213,5,3.244087936273277,3,1,1286,100000,0.010975388633226852,20000,15,2.0,0.30000000000000004,0.6488175872546554,1
creator_32,campaign_32,0.0,1.0,0.5,0.9896992834137641,5,3.2330269292451614,1,4,1618,50000,0.029145510552180606,1000,45,0.6186153235868515,0.4,0.6466053858490323,1
creator_33,campaign_33,0.0,1.0,1.0,0.6291052025456774,5,3.8647894254124724,3,2,983,100000,0.07192270091575352,50000,13,2.0,0.6000000000000001,0.7729578850824945,1
creator_34,campaign_34,0.0,1.0,1.0,0.8832724782332799,3,2.71209428521298,3,4,529,500000,0.04335779323602019,1000,51,0.0737437489140589,1.2000000000000002,0.542418857042596,1
creator_35,campaign_35,0.0,1.0,1.0,0.6470104987108419,5,3.12181038607572,3,3,682,1000000,0.05433625938617733,20000,64,0.6406539003523867,0.9,0.6243620772151439,1
creator_36,campaign_36,0.0,0.5,0.5,0.7290745553110335,5,3.694287227200569,1,4,163,5000,0.030123625466750743,20000,51,2.0,0.4,0.7388574454401138,0
creator_37,campaign_37,0.0,1.0,0.5,0.8948402823372077,4,3.884635711003302,4,1,1358,10000,0.024959388871832765,50000,60,2.0,0.4,0.7769271422006604,0
creator_38,campaign_38,1.0,1.0,0.5,0.7441380380821073,5,2.766890164839711,5,4,119,10000,0.026930904375138523,5000,66,2.0,2.0,0.5533780329679422,1
creator_39,campaign_39,0.0,1.0,0.5,0.8324650484723305,5,3.2738190407158196,4,1,938,100000,0.03438618782636169,50000,12,2.0,0.4,0.6547638081431639,1
creator_40,campaign_40,0.0,0.5,1.0,0.9316656882826058,1,2.56591743624313,1,2,1292,5000,0.053233307367971924,10000,32,2.0,0.2,0.513183487248626,1
creator_41,campaign_41,0.0,1.0,1.0,0.9779062919529712,5,2.834630297001583,5,4,738,1000000,0.07225429574520209,10000,59,0.35277969090282446,2.0,0.5669260594003166,1
creator_42,campaign_42,0.0,1.0,1.0,0.8081230803615174,1,4.885127568146806,5,4,517,1000000,0.08903986007312731,20000,78,0.40940589004080163,2.0,0.9770255136293612,1
creator_43,campaign_43,0.0,0.5,0.5,0.9612604234706505,5,4.919934413599558,3,1,1356,5000,0.022061370560557667,50000,20,2.0,0.30000000000000004,0.9839868827199115,0
creator_44,campaign_44,0.0,0.5,1.0,0.8790567485973853,5,4.091610804055707,3,3,195,10000,0.041342992032097035,20000,36,2.0,0.9,0.8183221608111413,1
creator_45,campaign_45,0.0,1.0,1.0,0.8149053666856281,5,4.4222943532884935,4,4,82,500000,0.09820293177569293,50000,49,2.0,1.6,0.8844588706576987,1
creator_46,campaign_46,0.0,0.5,1.0,0.7380330511289547,2,4.102186862008036,4,4,1248,5000,0.09071095689154107,50000,57,2.0,1.6,0.8204373724016072,1
creator_47,campaign_47,0.0,1.0,1.0,0.7924581576225173,1,3.8360587593313076,4,2,1131,1000000,0.0427842874943268,50000,33,1.3034211188338491,0.8,0.7672117518662616,1
creator_48,campaign_48,0.0,1.0,1.0,0.8882064245565859,3,4.670752767588967,1,3,332,500000,0.09876312962801337,5000,34,0.21409825134379742,0.30000000000000004,0.9341505535177934,1
creator_49,campaign_49,0.0,1.0,0.5,0.7509136652418491,1,4.217913763508328,3,3,1559,100000,0.019645481020579846,10000,21,2.0,0.9,0.8435827527016656,1
creator_50,campaign_0,0.0,1.0,1.0,0.6347681152349695,5,3.3187433804447863,4,1,54,5000,0.040863417785043425,5000,73,2.0,0.4,0.6637486760889573,1
creator_51,campaign_1,0.0,0.5,1.0,0.7321393925123656,4,3.5791488655741985,3,2,721,5000,0.04037021504847263,5000,65,2.0,0.6000000000000001,0.7158297731148398,1
creator_52,campaign_2,0.0,1.0,0.5,0.8787845849465685,5,3.413392049185144,4,2,379,50000,0.01790988620861295,1000,9,0.5859274209294084,0.8,0.6826784098370288,0
creator_53,campaign_3,0.0,1.0,1.0,0.9077971732767748,5,4.793489032713829,1,2,1494,1000000,0.07017788979319879,10000,14,0.20861631124539176,0.2,0.9586978065427658,1
creator_54,campaign_4,0.0,0.5,1.0,0.8130357730206343,5,3.7690259467111376,1,4,349,5000,0.06495580381974694,50000,17,2.0,0.4,0.7538051893422275,1
creator_55,campaign_5,0.0,1.0,1.0,0.7892664804207569,1,2.6584374261819192,4,2,1649,500000,0.07161143930918501,50000,79,2.0,0.8,0.5316874852363839,0
creator_56,campaign_6,0.0,1.0,1.0,0.8964482597160236,5,4.576548519469323,4,2,1512,1000000,0.09396442603899592,5000,82,0.1092526382868935,0.8,0.9153097038938647,0
creator_57,campaign_7,0.0,1.0,0.5,0.7264786329185978,2,4.4881682796497255,4,2,34,50000,0.024783921813789366,10000,84,2.0,0.8,0.8976336559299452,1
creator_58,campaign_8,0.0,1.0,1.0,0.8127429918752695,4,4.284456137138315,3,1,604,1000000,0.05858029557231698,1000,23,0.023340185264865903,0.30000000000000004,0.8568912274276631,1
creator_59,campaign_9,0.0,0.5,0.5,0.8292603397029554,5,3.5788203578411064,3,3,1501,50000,0.04014150531913775,50000,39,2.0,0.9,0.7157640715682213,1
creator_60,campaign_10,0.0,1.0,1.0,0.9385809166938073,3,4.359865731431692,4,2,1688,10000,0.07862128171666215,1000,44,2.0,0.8,0.8719731462863385,1
creator_61,campaign_11,0.0,1.0,1.0,0.8396117459109306,1,3.7158937049890195,4,4,124,500000,0.07480328828914669,10000,42,0.5382285282581596,1.6,0.7431787409978039,0
creator_62,campaign_12,1.0,1.0,0.5,0.8260532734356836,4,3.0683774575749676,2,2,170,50000,0.02380162628044722,5000,66,2.0,0.4,0.6136754915149936,1
creator_63,campaign_13,0.0,1.0,1.0,0.9939364795849338,5,3.436088424301055,1,2,1349,50000,0.07627998120622506,10000,29,2.0,0.2,0.687217684860211,1
creator_64,campaign_14,1.0,1.0,1.0,0.7333996686764577,1,4.674740905155321,3,4,1362,500000,0.0441375128546994,5000,58,0.21391559880830963,1.2000000000000002,0.9349481810310643,1
creator_65,campaign_15,0.0,0.5,1.0,0.96593836042724,1,3.664250305797033,3,2,968,50000,0.050699614680082654,1000,77,0.5458142411384662,0.6000000000000001,0.7328500611594067,0
creator_66,campaign_16,0.0,1.0,1.0,0.7198383647065908,3,2.532736141470834,5,1,718,5000,0.09649632857225098,20000,69,2.0,0.5,0.5065472282941668,1
creator_67,campaign_17,0.0,1.0,0.5,0.781315533899211,5,4.745135723601784,5,1,1197,500000,0.04399533526961524,10000,24,0.42148425598286254,0.5,0.9490271447203569,1
creator_68,campaign_18,0.0,1.0,0.5,0.9202999085944484,5,3.899100828270545,4,1,1696,500000,0.01679530274235003,5000,89,0.2564693871852379,0.4,0.7798201656541089,0
creator_69,campaign_19,0.0,1.0,0.5,0.6952731124186906,5,3.5199612384121117,1,3,472,50000,0.030796731692926425,1000,73,0.5681880749636378,0.30000000000000004,0.7039922476824223,1
creator_70,campaign_20,0.0,1.0,0.5,0.6831545020584109,5,4.5755496614174795,4,4,939,500000,0.02269736638999422,5000,13,0.21855297701876664,1.6,0.9151099322834959,1
creator_71,campaign_21,0.0,1.0,0.5,0.7637646608764962,3,3.5535613764812446,2,1,775,500000,0.04076356165280884,10000,18,0.5628156624046861,0.2,0.7107122752962489,1
creator_72,campaign_22,0.0,1.0,1.0,0.8795383412643618,5,4.449396936970077,1,2,1780,1000000,0.053868807842456234,5000,87,0.1123747795674276,0.2,0.8898793873940154,1
creator_73,campaign_23,1.0,0.5,0.5,0.626870159966284,1,2.830690527813326,5,1,104,10000,0.03450765938674321,5000,48,2.0,0.5,0.5661381055626652,1
creator_74,campaign_24,0.0,1.0,1.0,0.7675082099568292,5,2.842214075172018,1,3,639,1000000,0.07589661206131562,50000,77,1.7591919073503945,0.30000000000000004,0.5684428150344036,1
creator_75,campaign_25,0.0,1.0,1.0,0.8876183620736982,5,4.345084041065926,3,1,58,100000,0.07938873329819307,10000,46,2.0,0.30000000000000004,0.8690168082131852,1
creator_76,campaign_26,0.0,0.5,0.5,0.6618688563532945,5,4.15917791340662,5,4,780,5000,0.034292010015297546,10000,87,2.0,2.0,0.8318355826813241,1
creator_77,campaign_27,1.0,1.0,1.0,0.8778785883417707,5,3.378850402835547,1,1,71,500000,0.07195621567849625,10000,9,0.5919172977654147,0.1,0.6757700805671094,1
creator_78,campaign_28,0.0,0.5,1.0,0.8635133466842869,5,4.518575629541903,1,1,1550,5000,0.09552136184387222,10000,14,2.0,0.1,0.9037151259083807,1
creator_79,campaign_29,0.0,0.5,1.0,0.9661953190352167,5,3.723562409107851,3,2,76,5000,0.0949653405717952,1000,29,2.0,0.6000000000000001,0.7447124818215702,1
creator_80,campaign_30,0.0,1.0,0.5,0.614803053886197,5,2.7882050531182108,3,3,1019,500000,0.05267927949917175,10000,24,0.7173073579230783,0.9,0.5576410106236421,1
creator_81,campaign_31,0.0,1.0,1.0,0.9543910992944749,1,4.24072193969535,2,3,526,100000,0.06151849834901192,50000,31,2.0,0.6000000000000001,0.84814438793907,1
creator_82,campaign_32,0.0,1.0,1.0,0.9068753155724507,5,4.675247184752324,3,3,1469,500000,0.05760434206244908,10000,45,0.42778486804349625,0.9,0.9350494369504648,1
creator_83,campaign_33,0.0,1.0,1.0,0.7869243066150611,2,4.6841927854658465,1,2,1412,1000000,0.047599010395060044,50000,71,1.0674197730533301,0.2,0.9368385570931693,0
creator_84,campaign_34,0.0,1.0,0.5,0.9191957288573533,5,3.972771336177237,1,1,428,1000000,0.014059060949829087,1000,74,0.02517134552632573,0.1,0.7945542672354474,1
creator_85,campaign_35,0.0,1.0,1.0,0.8598586595969473,5,4.710497445328757,3,2,1764,500000,0.09902664188320232,20000,65,0.84916721565504,0.6000000000000001,0.9420994890657515,1
creator_86,campaign_36,0.0,0.5,1.0,0.8100126003441073,5,3.460226528728124,1,1,1570,10000,0.0801626026210078,1000,15,2.0,0.1,0.6920453057456248,1
creator_87,campaign_37,0.0,1.0,0.5,0.7829728391094829,5,4.990839439516811,3,4,1173,50000,0.03019965146529946,1000,74,0.40073418995695653,1.2000000000000002,0.9981678879033622,1
creator_88,campaign_38,0.0,0.5,1.0,0.7490754068049256,5,4.889128745574384,4,2,1590,5000,0.039614622883288396,10000,65,2.0,0.8,0.9778257491148767,1
creator_89,campaign_39,0.0,1.0,1.0,0.8369631138638071,2,2.70261553976912,4,4,1002,500000,0.09050319378712607,5000,46,0.3700119329904498,1.6,0.540523107953824,1
creator_90,campaign_40,0.0,1.0,1.0,0.7336035514980952,4,3.914329909989478,5,1,365,1000000,0.056913428096237346,20000,65,0.5109431361153144,0.5,0.7828659819978956,0
creator_91,campaign_41,0.0,1.0,1.0,0.92797876696324,5,4.247476845098969,4,3,855,500000,0.08927836832790356,10000,37,0.4708677817296962,1.2000000000000002,0.8494953690197938,0
creator_92,campaign_42,0.0,1.0,0.5,0.8536022812398445,5,3.8904543375993925,5,1,1277,100000,0.010574728454515023,1000,23,0.2570393874914493,0.5,0.7780908675198785,0
creator_93,campaign_43,0.0,0.5,1.0,0.9083416434163959,5,4.40256975625507,2,1,601,10000,0.04076849494348175,50000,28,2.0,0.2,0.880513951251014,1
creator_94,campaign_44,0.0,0.5,0.5,0.8377583436914181,2,3.955426150440683,1,2,239,10000,0.016722497598206862,50000,82,2.0,0.2,0.7910852300881366,1
creator_95,campaign_45,0.0,1.0,0.5,0.9416839097846263,1,3.429583823096811,3,3,1535,10000,0.010092653186107007,50000,10,2.0,0.9,0.6859167646193622,0
creator_96,campaign_46,0.0,1.0,0.5,0.8554103790656342,4,2.7059526140396066,4,2,878,50000,0.03459335742983884,20000,27,2.0,0.8,0.5411905228079213,1
creator_97,campaign_47,0.0,1.0,0.5,0.8172931223159833,1,3.3018568510953186,2,1,822,50000,0.012802067459606024,20000,24,2.0,0.2,0.6603713702190637,1
creator_98,campaign_48,0.0,0.5,1.0,0.7926089406050201,1,4.42730461161013,2,4,722,50000,0.08171180450776248,20000,9,2.0,0.8,0.885460922322026,1
creator_99,campaign_49,0.0,1.0,1.0,0.785839438654324,5,3.8960316814579947,1,4,146,1000000,0.0623774261722959,10000,70,0.2566714240952411,0.4,0.779206336291599,1
creator_0,campaign_0,1.0,1.0,1.0,0.8283618007376657,4,4.1424596439112324,1,1,1445,100000,0.08018658900040149,10000,47,2.0,0.1,0.8284919287822465,1
creator_1,campaign_1,0.0,1.0,1.0,0.7431205403713086,4,3.8991217087172854,2,4,830,5000,0.05659404790462404,50000,36,2.0,0.8,0.779824341743457,0
creator_2,campaign_2,0.0,1.0,0.5,0.6207885134605889,5,4.232984852056703,2,2,346,100000,0.019411105630096022,10000,12,2.0,0.4,0.8465969704113405,1
creator_3,campaign_3,0.0,1.0,1.0,0.792361532579594,5,4.285217330331069,4,2,488,50000,0.05359586028166366,20000,12,2.0,0.8,0.8570434660662138,1
creator_4,campaign_4,0.0,1.0,1.0,0.7734621335825556,2,3.117758085025366,5,1,1200,500000,0.06541678197480186,20000,51,1.2829731784553953,0.5,0.6235516170050732,1
creator_5,campaign_5,0.0,1.0,1.0,0.6122610008823224,2,4.133157548093325,5,4,953,5000,0.05439491621054197,10000,41,2.0,2.0,0.826631509618665,1
creator_6,campaign_6,0.0,1.0,1.0,0.8314701634289574,4,3.539768415367352,4,1,1435,100000,0.07618152687991774,20000,30,2.0,0.4,0.7079536830734704,1
creator_7,campaign_7,0.0,0.5,1.0,0.8526240880370082,5,3.994308913139661,4,2,215,10000,0.09929199847066052,50000,18,2.0,0.8,0.7988617826279322,1
creator_8,campaign_8,0.0,1.0,1.0,0.6389573570214209,5,4.772581301664102,2,4,404,1000000,0.09742555846374756,50000,44,1.047651089412893,0.8,0.9545162603328204,1
creator_9,campaign_9,0.0,0.5,1.0,0.839485592040043,5,4.1565531975208,1,3,95,5000,0.09724710901017589,50000,11,2.0,0.30000000000000004,0.8313106395041601,1
creator_10,campaign_10,0.0,0.5,1.0,0.8827108867541783,5,3.6050609344571436,2,1,1414,10000,0.07024513613134253,50000,26,2.0,0.2,0.7210121868914288,1
creator_11,campaign_11,0.0,0.5,1.0,0.6447678477590911,4,3.3918301326000044,4,1,1609,5000,0.08597534040722775,20000,85,2.0,0.4,0.6783660265200009,1
creator_12,campaign_12,1.0,1.0,1.0,0.7589515953857604,2,2.6292420931038176,1,3,1810,50000,0.050697912545509184,1000,57,0.7606754833439481,0.30000000000000004,0.5258484186207635,1
creator_13,campaign_13,0.0,0.5,1.0,0.6574169448157571,5,4.097799844538751,1,3,1481,50000,0.053996192223122824,20000,29,2.0,0.30000000000000004,0.8195599689077502,1
creator_14,campaign_14,0.0,1.0,1.0,0.8732992113158583,5,2.734751789473546,5,4,115,1000000,0.08813280289397549,1000,61,0.03656638982188966,2.0,0.5469503578947091,1
creator_15,campaign_15,0.0,0.5,1.0,0.8667886067963628,5,3.926524366597074,4,3,830,5000,0.0720574075928405,10000,37,2.0,1.2000000000000002,0.7853048733194148,1
creator_16,campaign_16,0.0,0.5,1.0,0.9514062245205391,5,2.62053009715139,1,1,810,5000,0.09940032436227657,50000,83,2.0,0.1,0.524106019430278,1
creator_17,campaign_17,0.0,1.0,1.0,0.7584690766437021,2,4.519614854853146,2,1,1418,5000,0.03854761450888588,1000,21,2.0,0.2,0.9039229709706292,1
creator_18,campaign_18,0.0,1.0,0.5,0.8169454659918953,4,3.0938603271858187,1,3,1320,100000,0.011320035134163743,5000,72,1.6161039837722764,0.30000000000000004,0.6187720654371638,1
creator_19,campaign_19,0.0,0.5,1.0,0.8872492304905977,5,3.3531195690653908,4,1,1004,10000,0.05739614175420637,10000,54,2.0,0.4,0.6706239138130782,1
creator_20,campaign_20,0.0,0.5,1.0,0.6665326430972568,5,4.118686785386507,4,3,80,5000,0.06892237732882134,50000,19,2.0,1.2000000000000002,0.8237373570773014,1
creator_21,campaign_21,0.0,0.5,0.5,0.6725753390782507,1,3.278269247890009,4,2,618,10000,0.04599146861237406,5000,81,2.0,0.8,0.6556538495780018,0
creator_22,campaign_22,1.0,1.0,0.5,0.855194082317319,5,2.963071116368524,4,4,1438,100000,0.017833506632889278,50000,53,2.0,1.6,0.5926142232737048,1
creator_23,campaign_23,0.0,1.0,1.0,0.9290457274054713,1,4.11651478355715,2,1,181,500000,0.09153019943089843,5000,43,0.24292394235880355,0.2,0.8233029567114301,0
creator_24,campaign_24,0.0,0.5,0.5,0.6713783860911088,2,4.059648311691433,1,3,1614,10000,0.02376854207457064,20000,39,2.0,0.30000000000000004,0.8119296623382866,1
creator_25,campaign_25,0.0,1.0,1.0,0.8703364980349504,4,4.094901983289925,1,2,1307,500000,0.06350287016675558,5000,70,0.24420608944504701,0.2,0.818980396657985,1
creator_26,campaign_26,0.0,0.5,1.0,0.8383002912755827,5,4.9781399842554706,4,2,1155,50000,0.0642897469192035,50000,42,2.0,0.8,0.9956279968510942,1
creator_27,campaign_27,0.0,1.0,0.5,0.7827434579521475,5,4.0428894584891175,5,1,546,100000,0.01608513072329934,5000,73,1.2367392310223015,0.5,0.8085778916978235,1
creator_28,campaign_28,0.0,1.0,1.0,0.8143310737892325,5,4.988701226760643,4,4,1601,1000000,0.06060671342901189,50000,37,1.002264872704492,1.6,0.9977402453521286,1
creator_29,campaign_29,0.0,1.0,0.5,0.637171657751756,2,4.162279311218045,4,3,377,1000000,0.03111778736699082,50000,71,1.2012648902547594,1.2000000000000002,0.832455862243609,0
creator_30,campaign_30,0.0,1.0,0.5,0.9747831292124252,2,3.7670960795512065,4,2,510,500000,0.01325443424722859,5000,72,0.26545646271892676,0.8,0.7534192159102413,1
creator_31,campaign_31,0.0,1.0,1.0,0.8158930475039772,5,3.618006351262089,4,2,172,1000000,0.09274527758929757,20000,18,0.5527906271646894,0.8,0.7236012702524178,1
creator_32,campaign_32,0.0,1.0,1.0,0.7384398906151142,3,4.303555168321829,3,4,428,100000,0.08368615036668432,10000,72,2.0,1.2000000000000002,0.8607110336643657,1
creator_33,campaign_33,0.0,1.0,0.5,0.9300803069662272,5,2.831311681854621,1,4,365,1000000,0.022527822215577687,50000,58,1.7659659415260147,0.4,0.5662623363709243,1
creator_34,campaign_34,0.0,1.0,1.0,0.6864152730038399,5,3.765268887116877,4,1,157,100000,0.07990512674245234,5000,66,1.3279264110746085,0.4,0.7530537774233754,1
creator_35,campaign_35,0.0,0.5,0.5,0.7721348710035685,4,2.6533740677766704,3,2,411,10000,0.029057981559893052,50000,37,2.0,0.6000000000000001,0.5306748135553341,1
creator_36,campaign_36,0.0,1.0,1.0,0.8108165855646606,1,4.23040335423533,4,1,1605,100000,0.06698706634121177,50000,58,2.0,0.4,0.846080670847066,1
creator_37,campaign_37,0.0,1.0,1.0,0.6535214945117954,5,3.6244616220533064,5,3,1579,50000,0.04727167772760344,50000,11,2.0,1.5,0.7248923244106613,1
creator_38,campaign_38,1.0,1.0,0.5,0.795141617570545,1,4.202437068095612,5,1,271,500000,0.011090869717950395,50000,88,2.0,0.5,0.8404874136191223,1
creator_39,campaign_39,0.0,1.0,0.5,0.9140066175348227,5,3.1650481950134517,5,2,1617,1000000,0.023504379822458586,10000,58,0.3159509550519656,1.0,0.6330096390026904,0
creator_40,campaign_40,0.0,1.0,0.5,0.8637415688823131,1,4.857077853533154,2,4,271,500000,0.03514309425412448,20000,27,0.8235404332854794,0.8,0.9714155707066308,1
creator_41,campaign_41,0.0,1.0,1.0,0.8984829029927355,5,3.6265491418243947,5,3,478,500000,0.0763690391849337,50000,14,2.0,1.5,0.7253098283648789,1
creator_42,campaign_42,0.0,0.5,1.0,0.6696437341336338,3,2.5889271675888708,4,1,1281,10000,0.051575224300386024,10000,13,2.0,0.4,0.5177854335177742,0
creator_43,campaign_43,0.0,0.5,1.0,0.9098535122551152,5,3.5607422147122203,4,1,492,5000,0.09783917646389133,10000,55,2.0,0.4,0.7121484429424441,1
creator_44,campaign_44,1.0,0.5,1.0,0.8394126302737462,1,4.496785479136436,4,3,1746,10000,0.064169343067269,10000,16,2.0,1.2000000000000002,0.8993570958272873,1
creator_45,campaign_45,0.0,1.0,0.5,0.726768990937978,5,2.909209503663254,4,2,1341,100000,0.020935123867082628,1000,27,0.3437359869548095,0.8,0.5818419007326507,1
creator_46,campaign_46,0.0,1.0,1.0,0.9938678958098033,3,4.387604821865696,5,2,676,1000000,0.0755641609445452,20000,81,0.4558295656055827,1.0,0.8775209643731392,1
creator_47,campaign_47,0.0,1.0,0.5,0.8361390761835091,1,2.829321933636405,4,3,1460,10000,0.029216022967960477,20000,83,2.0,1.2000000000000002,0.565864386727281,1
creator_48,campaign_48,0.0,0.5,1.0,0.896684824605172,3,4.222213255125227,4,3,1164,5000,0.07850093833388422,5000,64,2.0,1.2000000000000002,0.8444426510250453,1
creator_49,campaign_49,0.0,0.5,1.0,0.9135167137941589,5,4.699541214854847,2,3,331,5000,0.05995764543720577,10000,33,2.0,0.6000000000000001,0.9399082429709693,1
creator_50,campaign_0,0.0,1.0,1.0,0.722241686196086,5,2.5882783873505977,1,2,1490,1000000,0.07745909360219995,20000,81,0.7727144072965162,0.2,0.5176556774701195,0
creator_51,campaign_1,0.0,1.0,1.0,0.6725277119702021,1,4.305177345506843,3,2,851,500000,0.06967378040504431,50000,80,2.0,0.6000000000000001,0.8610354691013686,1
creator_52,campaign_2,0.0,1.0,1.0,0.8408582576209924,1,3.775274281247063,3,4,1108,500000,0.062198540868531826,20000,30,1.0595256667493587,1.2000000000000002,0.7550548562494126,1
creator_53,campaign_3,0.0,1.0,1.0,0.7312771014437246,3,4.238539120820133,4,2,956,10000,0.07369128412668242,10000,54,2.0,0.8,0.8477078241640266,1
creator_54,campaign_4,0.0,1.0,1.0,0.8743645084199454,5,4.339157785597974,3,1,190,100000,0.0369499159442698,20000,26,2.0,0.30000000000000004,0.8678315571195949,1
